session_id	start_time	sec	min	category	events
0104192acac6527-6210-44f0-88ec-d471a1926726_23	29.08.2019 16:20	803	13	coding	actions_SearchEverywhere , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , actions_com.intellij.ui.ScrollingUtil$5 , actions_com.intellij.ui.ScrollingUtil$5 , searchEverywhere_contributorItemChosen , actions_third.party , file.types.usage_third.party , actions_SearchEverywhere , searchEverywhere_dialogOpen , productivity_SearchEverywhere , actions_DoubleShortcut , actions_third.party , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_third.party , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_third.party , productivity_SearchEverywhere , actions_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , actions_third.party , toolwindow_Project , file.types.usage_Markdown , actions_EditorCopy , actions_com.intellij.ide.ReopenProjectAction , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , toolwindow_Terminal , terminalShell_local.exec , toolwindow_Project , toolwindow_Terminal , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , kotlin.jps.target_jvm , lifecycle_project.opening.finished , actions_SearchEverywhere , productivity_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , searchEverywhere_contributorItemChosen , actions_third.party , file.types.usage_JavaScript , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JavaScript , actions_HideAllWindows , toolwindow_Project , actions_CloseAllEditorsButActive , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JavaScript , actions_com.intellij.openapi.wm.impl.ProjectWindowAction , file.types.usage_Markdown , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , productivity_editing.select.word , actions_GotoDeclaration , productivity_navigation.goto.declaration , productivity_editing.select.word , productivity_SearchEverywhere , actions_SearchEverywhere , searchEverywhere_dialogOpen , actions_DoubleShortcut , actions_EditorBackSpace , actions_EditorBackSpace , searchEverywhere_contributorItemChosen , actions_third.party , file.types.usage_JAVA , actions_FindUsages , ui.dialogs_com.intellij.find.findUsages.FindClassUsagesDialog , toolwindow_Find , file.types.usage_JAVA , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_third.party , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_EditSource , file.types.usage_third.party , actions_EditSource
0104191756a7c49-ac90-4ad9-bad2-1fe5c8d47229_7	28.08.2019 13:20	272	4	ide start	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.jps.target_jvm
10051921a2ed891-ac96-4f14-80b5-ae63c54d0691_0	30.08.2019 2:11	25	0	ide start	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.tips_shown.automatically , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.ide.util.TipDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished
01041930232a453-089d-4104-a2af-dd9c3681ef9e_0	26.08.2019 16:39	178	2	ide start, ide close, db	ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.openapi.updateSettings.impl.PluginUpdateInfoDialog , ui.dialogs_com.intellij.openapi.updateSettings.impl.PluginUpdateInfoDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.close , lifecycle_project.closed , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , actions_Console.Jdbc.Execute , toolwindow_unknown , toolbar_Console.Jdbc.Execute , toolwindow_unknown , toolwindow_unknown
0104193cfd1a140-89f0-4fea-8db2-66c8ee0e42ee_1	27.08.2019 14:22	93	1	coding	actions_EditorBackSpace , actions_EditorBackSpace , actions_EditorEnter , actions_EditorRight , actions_EditorUp , actions_EditorDownWithSelection , actions_EditorBackSpace , actions_EditorUp , actions_EditorLeft , actions_EditorUp , actions_EditorDown , actions_EditorLeft , actions_EditorUp , file.types.usage_Groovy , actions_EditorLeft , actions_EditorBackSpace , actions_EditorUp , actions_EditorRight , actions_EditorUp , actions_EditorDownWithSelection , actions_EditorBackSpace , actions_EditorTab , actions_EditorUp , actions_EditorRight , actions_EditorRightWithSelection , actions_EditorDown , actions_EditorLeft , actions_EditorDownWithSelection , actions_EditorBackSpace , actions_EditorUp , actions_EditorEnter , actions_EditorDown , actions_EditorBackSpace , actions_EditorRight , actions_EditorEnter , actions_EditorRightWithSelection , actions_EditorRight , actions_EditorUp , actions_EditorDown , actions_EditorRight , actions_EditorUp , actions_EditorLeft , actions_EditorEnter , actions_EditorBackSpace , actions_EditorChooseLookupItem , productivity_editing.completion.basic , actions_EditorRight , actions_EditorEnter , actions_EditorRight , actions_EditorDown , actions_EditorDownWithSelection , actions_EditorCut , actions_EditorUp , actions_EditorPaste , actions_EditorUp , actions_EditorTab , actions_EditorDown , actions_EditorBackSpace , file.types.usage_Groovy
0505191de954960-8d1c-4ed4-9a52-f0c6e69177f5_5	27.08.2019 9:23	52	0	vcs	toolwindow_Version_Control , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_ChangesView.Revert , ui.dialogs_com.intellij.openapi.vcs.changes.ui.RollbackChangesDialog , ui.dialogs_com.intellij.openapi.vcs.changes.ui.RollbackChangesDialog , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , actions_com.intellij.openapi.actionSystem.EmptyAction$MyDelegatingAction , actions_EditorCopy
010419104301132-a18b-45a4-8dde-3f9bf0211d9e_7	28.08.2019 6:12	525	8	coding	toolwindow_Project , file.types.usage_HTML , file.types.usage_Vue.js , actions_EditorCopy , actions_EditorEnter , file.types.usage_Vue.js , actions_EditorPaste , actions_$Undo , actions_EditorBackSpace , file.types.usage_Vue.js , file.types.usage_JavaScript , actions_EditorCopy
0105191bb80ade0-6e16-43e5-b6bd-76b320e12e7d_2	27.08.2019 10:33	813	13	RD, coding	toolwindow_Debug , toolwindow_Project , file.types.usage_JAVA , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_CommentByLineComment , productivity_codeassists.comment.line , toolwindow_Run , toolwindow_Run , actions_Stop , toolbar_Stop , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_CommentByLineComment , productivity_codeassists.comment.line , actions_ShowIntentionActions , productivity_editing.select.word , actions_EditorDeleteToWordStart , file.types.usage_JAVA , actions_EditorDeleteToWordStart , actions_EditorBackSpace , productivity_editing.select.word , actions_EditorPaste , actions_EditorBackSpace , actions_EditorDeleteToWordStart , productivity_editing.select.word , actions_EditorNextWord , actions_EditorSelectWord , productivity_editing.select.word , actions_EditorSelectWord , productivity_editing.select.word , actions_ReformatCode , actions_GotoDeclaration , productivity_navigation.goto.declaration , file.types.usage_JAVA , productivity_editing.select.word , productivity_editing.select.word , actions_EditorRight , file.types.usage_JAVA , actions_QuickJavaDoc , productivity_codeassists.quickjavadoc , productivity_codeassists.quickjavadoc.lookup , actions_EditorDeleteToWordStart , actions_EditorBackSpace , productivity_editing.select.word , actions_com.intellij.execution.lineMarker.ExecutorAction , run.configuration.exec_Application , toolwindow_Run , toolwindow_Debug , toolwindow_Run , toolwindow_Debug , actions_NewScratchFile , productivity_scratch , file.types.usage_Scratch , file.types.usage_Scratch , actions_EditorBackSpace , actions_ExpandLiveTemplateByTab , actions_NextTemplateVariable , actions_EditorDown , actions_EditorEscape , actions_EditorDown , actions_EditorPaste , actions_EditorPaste , actions_EditorBackSpace , actions_EditorUp , actions_EditorBackSpace
0405191de28d196-b80c-4954-8bdb-5ed5e1f348a4_5	30.08.2019 17:47	414	6	coding, RD	actions_$Copy , actions_$Paste , ui.dialogs_com.intellij.refactoring.copy.CopyFilesOrDirectoriesDialog , actions_EditorRight , actions_EditorLeft , actions_EditorRight , actions_EditorBackSpace , actions_DialogOkAction , ui.dialogs_com.intellij.refactoring.copy.CopyFilesOrDirectoriesDialog , file.types.usage_YAML , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , ui.dialogs_com.intellij.util.ui.ConfirmationDialog , toolwindow_Gradle , build.tools.actions_RunExternalSystemTaskAction , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , toolwindow_Project , actions_Tree-selectPrevious , actions_Tree-selectNext , actions_Tree-selectChild , actions_Tree-selectPrevious , actions_Tree-selectNext , actions_Tree-selectParent , actions_Tree-selectPrevious , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectPrevious , actions_Tree-selectChild , actions_Tree-selectParent , actions_Tree-selectNext , actions_Tree-selectPrevious , actions_Tree-selectChild , actions_Tree-selectNext , actions_Tree-selectPrevious , actions_Tree-selectParent
0504192492e7a2e-93d1-40fd-99b8-069a25024227_16	30.08.2019 14:42	704	11	ide close, rd, coding, vcs	actions_com.intellij.openapi.wm.impl.ProjectWindowAction , actions_com.intellij.openapi.wm.impl.ProjectWindowAction , toolwindow_Project , file.types.usage_Kotlin , actions_CommentByLineComment , productivity_codeassists.comment.line , productivity_editing.select.word , actions_EditorCopy , actions_$Undo , productivity_editing.select.word , actions_EditorCopy , actions_EditorPaste , go.programming.errors_inspection.found.problem , go.programming.errors_inspection.found.problem , go.programming.errors_inspection.found.problem , go.programming.errors_inspection.found.problem , actions_Rerun , toolbar_Rerun , run.configuration.exec_JetRunConfigurationType , productivity_editing.select.word , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste , toolwindow_Messages , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , actions_Rerun , toolbar_Rerun , toolwindow_Run , toolwindow_Run , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , actions_Stop , toolbar_Stop , toolwindow_Run , actions_Rerun , toolbar_Rerun , run.configuration.exec_JetRunConfigurationType , toolwindow_Messages , run.configuration.exec_GradleRunConfiguration , toolwindow_Run , toolwindow_Run , actions_com.intellij.openapi.wm.impl.ProjectWindowAction , go.programming.errors_inspection.found.problem , actions_Vcs.UpdateProject , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , actions_DialogOkAction , ui.dialogs_com.intellij.openapi.vcs.update.ActionInfo$1$1 , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , lifecycle_ide.close , lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed , lifecycle_project.closed
0104192bcd2c894-4889-4916-afd4-18e12b6a6c37_14	28.08.2019 18:50	72	1	coding	actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , actions_com.intellij.openapi.fileEditor.impl.EditorTabbedContainer$CloseTab , toolwindow_Project , actions_CloseProject , lifecycle_project.closed , toolwindow_Terminal , actions_HideActiveWindow , toolbar_HideActiveWindow , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_Back , productivity_editing.select.word
0305191387794bf-eae6-4e0c-99dc-9fac659de323_1	30.08.2019 11:38	389	6	ide start, rd	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.tips_dialog.shown , ui.dialogs_com.intellij.ide.util.TipDialog , kotlin.jps.target_jvm , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , ui.dialogs_com.intellij.ide.util.TipDialog , file.types.usage_JAVA , actions_com.intellij.execution.lineMarker.ExecutorAction , run.configuration.exec_Application , toolwindow_Run
080419108cbd6ca-729e-4d94-880d-6067e8a9df7f_2	26.08.2019 3:14	337	5	ide start, coding	event.log_whitelist.loaded , lifecycle_ide.start , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opened , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , kotlin.maven.target_jvm , actions_OpenFile , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.fileChooser.ex.FileChooserDialogImpl , ui.dialogs_com.intellij.openapi.ui.messages.MessageDialog , lifecycle_project.opened , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , toolwindow_Project , ui.dialogs_com.intellij.openapi.progress.util.ProgressDialog$MyDialogWrapper , lifecycle_project.opening.finished , file.types.usage_JAVA , kotlin.maven.target_jvm , actions_GotoDeclaration , productivity_navigation.goto.declaration , actions_GotoDeclaration , productivity_navigation.goto.declaration , gutter.icon.click_mybatis_java , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_EditorCopy , gutter.icon.click_mybatis_xml , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_mybatis_java , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_mybatis_xml , gutter.icon.click_mybatis_java , actions_com.intellij.codeInsight.daemon.NavigateAction , actions_EditorCopy , actions_com.intellij.codeInsight.daemon.NavigateAction , gutter.icon.click_mybatis_xml
01041912292544d-c273-48fa-ba2e-1f60ae88effe_15	28.08.2019 9:22	459	7	coding	actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_EditorPaste , actions_EditorBackSpace , file.types.usage_JavaScript , productivity_editing.select.word , actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_SaveAll , productivity_editing.select.word , actions_EditorBackSpace , actions_EditorCopy , actions_EditorEnter , actions_EditorCopy , actions_EditorBackSpace , actions_SaveAll , actions_EditorBackSpace , actions_SaveAll , actions_EditorCut , file.types.usage_JavaScript , actions_SaveAll , actions_EditorEnter , actions_EditorPaste , actions_SaveAll , actions_SaveAll , actions_EditorCopy , productivity_editing.select.word , actions_EditorPaste , actions_SaveAll , actions_EditorEnter , actions_EditorPaste , actions_SaveAll , actions_EditorBackSpace , file.types.usage_JavaScript , actions_EditorCut , actions_EditorBackSpace , actions_EditorEnter , actions_EditorPaste , actions_$SelectAll , actions_SaveAll , actions_SaveAll , actions_EditorCopy , actions_EditorEnter , actions_EditorPaste , actions_EditorEnter , actions_EditorPaste , actions_SaveAll , actions_EditorBackSpace , actions_SaveAll , actions_EditorBackSpace , actions_SaveAll
